Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-14179,Social Media,Working Women,23,"Facebook, Instagram, WhatsApp",94130,5533,2193,1184,947200,62.3,11.84,Bengali,9.47,Premium Shoppers,31-08-2024
NY-CMP-14180,SEO,Working Women,13,Instagram,21071,3133,1806,711,359055,133.52,2.78,Bengali,26.81,College Students,14-05-2025
NY-CMP-14181,Email,Tier 2 City Customers,5,Google,90045,2355,734,346,216596,304.67,1.05,English,3.81,College Students,31-05-2025
NY-CMP-14182,SEO,Working Women,24,"Instagram, Google, Email",63086,2914,1431,671,494527,311.47,1.37,English,7.95,Premium Shoppers,29-07-2024
NY-CMP-14183,Influencer,Youth,13,"YouTube, Email",43066,3955,2084,661,325212,76.34,5.45,English,15.56,Tier 2 City Customers,06-11-2024
NY-CMP-14184,SEO,Working Women,13,Facebook,79863,7494,3421,2588,750520,76.31,2.8,Tamil,16.91,Youth,19-12-2024
NY-CMP-14185,Social Media,Premium Shoppers,10,"WhatsApp, Google",76919,2033,492,199,53929,390.07,-0.31,Hindi,3.54,Working Women,29-05-2025
NY-CMP-14186,Paid Ads,Youth,21,"WhatsApp, YouTube, Instagram",65599,7155,3972,1320,283800,82.33,1.61,English,18.97,College Students,24-11-2024
NY-CMP-14187,Influencer,Premium Shoppers,5,"Email, YouTube, Facebook",27388,1089,472,368,251344,740.76,-0.08,English,7.04,Premium Shoppers,25-10-2024
NY-CMP-14188,SEO,College Students,27,Facebook,90895,11214,5610,3742,2301330,23.41,25.28,Hindi,22.63,Working Women,13-11-2024
NY-CMP-14189,Social Media,Tier 2 City Customers,13,Google,81898,6168,2766,1509,404412,93.01,1.88,Tamil,12.75,College Students,06-03-2025
NY-CMP-14190,SEO,Youth,17,"YouTube, Instagram",66485,5620,3072,986,457504,239.65,0.94,English,14.56,College Students,09-07-2024
NY-CMP-14191,Paid Ads,Tier 2 City Customers,9,Email,75850,10698,2656,1170,746460,195.17,2.27,English,19.15,Youth,01-09-2024
NY-CMP-14192,Influencer,Youth,29,"Facebook, YouTube, Email",52537,2976,1771,1241,400843,104.08,2.1,English,11.4,College Students,04-02-2025
NY-CMP-14193,Email,Premium Shoppers,23,"Instagram, Facebook",80467,7597,3190,1152,452736,138.7,1.83,Tamil,14.84,Tier 2 City Customers,24-01-2025
NY-CMP-14194,Email,Premium Shoppers,11,Google,59929,7488,3578,2167,858132,125.89,2.15,Hindi,22.08,Tier 2 City Customers,02-02-2025
NY-CMP-14195,Social Media,Working Women,17,"WhatsApp, Facebook, Instagram",23562,3433,870,661,354296,164.96,2.25,Tamil,21.07,College Students,29-07-2024
NY-CMP-14196,SEO,Tier 2 City Customers,13,Instagram,87119,4037,1995,1281,826245,94.8,5.8,Bengali,8.39,Working Women,07-07-2024
NY-CMP-14197,Influencer,Premium Shoppers,15,"Instagram, Facebook, YouTube",26861,2408,516,331,159211,808.56,-0.41,English,12.12,Premium Shoppers,22-08-2024
NY-CMP-14198,Influencer,Premium Shoppers,6,Instagram,22698,736,337,213,83283,729.07,-0.46,Tamil,5.67,College Students,18-03-2025
NY-CMP-14199,Email,Youth,14,"Facebook, Email, WhatsApp",36105,892,326,231,56364,619.44,-0.61,Hindi,4.01,Working Women,30-12-2024
NY-CMP-14200,Influencer,Working Women,17,"YouTube, Email, Google",69274,3967,1868,1054,508028,53.99,7.93,Hindi,9.94,Working Women,01-11-2024
NY-CMP-14201,Influencer,Tier 2 City Customers,12,"Google, WhatsApp, Email",91781,12702,2787,968,264264,209.38,0.3,Tamil,17.93,Working Women,06-03-2025
NY-CMP-14202,Email,Youth,14,"Instagram, WhatsApp, Email",74275,9599,2916,1475,820100,140.33,2.96,Bengali,18.84,Premium Shoppers,07-04-2025
NY-CMP-14203,Email,College Students,29,"WhatsApp, Instagram, YouTube",80601,4945,1652,1252,593448,223.99,1.12,Tamil,9.74,Tier 2 City Customers,23-01-2025
NY-CMP-14204,Social Media,Premium Shoppers,30,"Instagram, Email, YouTube",11233,1318,551,266,200032,1079.51,-0.3,Bengali,19.01,College Students,02-05-2025
NY-CMP-14205,Email,Premium Shoppers,16,Google,14918,2069,777,293,171112,849.09,-0.31,Hindi,21.04,College Students,02-09-2024
NY-CMP-14206,Paid Ads,Working Women,17,"Facebook, Email, WhatsApp",65698,2840,781,559,360555,133.79,3.82,Bengali,6.36,Tier 2 City Customers,25-11-2024
NY-CMP-14207,Email,Premium Shoppers,27,Facebook,99808,6185,1794,980,514500,189.01,1.78,Bengali,8.98,Youth,04-08-2024
NY-CMP-14208,Social Media,Youth,19,"Email, Google",86457,10870,4940,2398,1381248,104.74,4.5,Hindi,21.06,Tier 2 City Customers,22-02-2025
NY-CMP-14209,Paid Ads,Tier 2 City Customers,8,WhatsApp,63043,8686,2708,1764,500976,77.89,2.65,Bengali,20.87,Premium Shoppers,13-04-2025
NY-CMP-14210,Social Media,Working Women,16,Instagram,59525,5693,2708,991,759106,178.56,3.29,English,15.78,Youth,04-10-2024
NY-CMP-14211,SEO,College Students,23,"Google, WhatsApp, Facebook",35959,3443,1633,1181,823157,112.79,5.18,Bengali,17.4,College Students,14-05-2025
NY-CMP-14212,Email,Youth,27,Facebook,63823,9417,4662,3119,2292465,31.97,21.99,English,26.95,College Students,05-11-2024
NY-CMP-14213,Social Media,Tier 2 City Customers,12,"Email, Instagram, YouTube",77962,5809,2343,972,411156,266.63,0.59,Hindi,11.7,Tier 2 City Customers,07-03-2025
NY-CMP-14214,SEO,College Students,22,"Email, Facebook, YouTube",95422,4962,2915,943,425293,135.97,2.32,Bengali,9.24,College Students,10-12-2024
NY-CMP-14215,SEO,College Students,26,"Email, WhatsApp",23838,2246,783,282,142410,332.39,0.52,English,13.89,College Students,09-09-2024
NY-CMP-14216,Email,Tier 2 City Customers,7,WhatsApp,44267,4062,1954,1034,286418,93.64,1.96,Hindi,15.93,Youth,25-07-2024
NY-CMP-14217,Social Media,Premium Shoppers,23,WhatsApp,50079,5195,1392,1051,647416,80.44,6.66,Tamil,15.25,Premium Shoppers,24-12-2024
NY-CMP-14218,Influencer,College Students,8,"WhatsApp, Email",10540,953,458,151,53605,884.56,-0.6,Tamil,14.82,Premium Shoppers,04-05-2025
NY-CMP-14219,Paid Ads,Youth,17,"YouTube, Email, WhatsApp",23694,1097,297,182,100828,1564.96,-0.65,Bengali,6.65,Youth,27-08-2024
NY-CMP-14220,Paid Ads,Tier 2 City Customers,20,"Facebook, WhatsApp, Instagram",39912,1751,939,400,233600,173.68,2.36,Tamil,7.74,College Students,12-07-2024
NY-CMP-14221,Social Media,Youth,26,"YouTube, Email",16111,971,543,300,148800,485.16,0.02,Hindi,11.26,Tier 2 City Customers,12-10-2024
NY-CMP-14222,SEO,College Students,18,"WhatsApp, Google",86435,11294,5473,4317,1549803,42.6,7.43,Tamil,24.39,College Students,12-08-2024
NY-CMP-14223,Paid Ads,Youth,17,Email,58978,5549,2029,1233,912420,138.86,4.33,English,14.94,Working Women,23-07-2024
NY-CMP-14224,Influencer,Premium Shoppers,26,"Google, Email, Instagram",95557,6559,1369,966,397992,180.33,1.28,Hindi,9.31,Premium Shoppers,01-05-2025
NY-CMP-14225,Social Media,Tier 2 City Customers,12,Instagram,70802,5459,2615,1076,249632,262.1,-0.11,Tamil,12.92,Working Women,16-07-2024
NY-CMP-14226,SEO,Youth,28,"YouTube, Instagram",20043,678,384,176,52624,907.89,-0.67,Bengali,6.18,Youth,25-12-2024
NY-CMP-14227,Paid Ads,Youth,14,"Facebook, Instagram",67398,4277,1740,598,342056,242.49,1.36,Hindi,9.81,College Students,12-02-2025
NY-CMP-14228,Paid Ads,Working Women,25,"Instagram, Facebook",92966,5535,2146,1407,586719,42.47,8.82,Tamil,9.78,Premium Shoppers,03-01-2025
NY-CMP-14229,Influencer,Premium Shoppers,13,"Instagram, WhatsApp, YouTube",15133,526,196,144,61200,1334.91,-0.68,Tamil,5.72,Premium Shoppers,22-03-2025
NY-CMP-14230,SEO,Premium Shoppers,13,Instagram,96652,7394,3054,1356,554604,164.9,1.48,Hindi,12.21,Working Women,01-08-2024
NY-CMP-14231,Influencer,College Students,9,"Instagram, Google",92302,6829,3149,2389,1211223,114.59,3.42,English,13.4,Tier 2 City Customers,20-04-2025
NY-CMP-14232,SEO,Premium Shoppers,18,"Email, Google",96396,2867,593,346,163658,766.73,-0.38,Bengali,3.95,Tier 2 City Customers,29-03-2025
NY-CMP-14233,Influencer,Premium Shoppers,15,"Email, YouTube",33829,978,550,171,93024,1314.49,-0.59,Hindi,5.02,Tier 2 City Customers,23-05-2025
NY-CMP-14234,Social Media,Youth,13,"Google, YouTube, WhatsApp",31852,3374,909,540,253800,504.47,-0.07,Bengali,15.14,Youth,05-11-2024
NY-CMP-14235,Paid Ads,College Students,24,"Instagram, Facebook",79372,6619,3396,2301,1624506,57.69,11.24,Tamil,15.52,Youth,09-04-2025
NY-CMP-14236,Influencer,College Students,18,"Google, Email",79984,8428,2260,1068,578856,103.54,4.23,Hindi,14.7,Working Women,16-09-2024
NY-CMP-14237,Email,Premium Shoppers,30,Facebook,81565,12145,3646,1351,597142,114.5,2.86,Tamil,21.02,Premium Shoppers,01-08-2024
NY-CMP-14238,Influencer,Working Women,23,Facebook,53164,1196,454,219,81249,1335.16,-0.72,Tamil,3.52,Tier 2 City Customers,20-11-2024
NY-CMP-14239,Paid Ads,Working Women,13,"YouTube, Facebook, WhatsApp",67691,9125,4007,2278,546720,79.14,2.03,Hindi,22.77,Tier 2 City Customers,10-09-2024
NY-CMP-14240,Influencer,Tier 2 City Customers,5,"Facebook, Email",88551,6050,2057,1469,984230,169.03,2.96,English,10.81,Tier 2 City Customers,10-07-2024
NY-CMP-14241,SEO,College Students,17,"WhatsApp, Instagram",86137,1827,752,428,226412,459.11,0.15,Tamil,3.49,Youth,09-08-2024
NY-CMP-14242,Influencer,College Students,10,"YouTube, Instagram",71636,2532,1075,637,260533,338.34,0.21,Bengali,5.92,Premium Shoppers,05-06-2025
NY-CMP-14243,SEO,Youth,22,"YouTube, Facebook, WhatsApp",52399,7223,3178,1257,467604,77.1,3.82,Hindi,22.25,Working Women,10-03-2025
NY-CMP-14244,Influencer,College Students,30,"Instagram, Email, WhatsApp",79427,10737,5870,3306,2558844,22.04,34.13,Bengali,25.07,Working Women,25-05-2025
NY-CMP-14245,Social Media,Tier 2 City Customers,5,Facebook,84678,6021,2781,1438,511928,96.49,2.69,Bengali,12.09,Premium Shoppers,17-12-2024
NY-CMP-14246,Social Media,Youth,14,"Email, WhatsApp",31264,3843,1491,792,194832,241.03,0.02,Tamil,19.59,Tier 2 City Customers,09-04-2025
NY-CMP-14247,Email,Youth,29,"YouTube, Instagram, Google",68218,3428,1880,1194,299694,110.16,1.28,English,9.53,Tier 2 City Customers,02-10-2024
NY-CMP-14248,Social Media,Premium Shoppers,17,"Instagram, Email, Google",71492,3783,1100,449,303524,221.23,2.06,Hindi,7.46,College Students,30-12-2024
NY-CMP-14249,Social Media,Youth,30,"Google, Email",70805,9338,2136,1375,1067000,195.12,2.98,Hindi,18.15,Youth,19-11-2024
NY-CMP-14250,Email,College Students,29,"WhatsApp, Email",57418,1493,646,382,144014,203.4,0.85,Bengali,4.39,College Students,30-11-2024
NY-CMP-14251,Email,College Students,6,"Google, Instagram",20184,1209,621,247,162773,948.22,-0.31,Hindi,10.29,Working Women,06-02-2025
NY-CMP-14252,SEO,Tier 2 City Customers,10,"WhatsApp, Email",51279,6183,1247,830,309590,128.6,1.9,English,16.11,Working Women,07-07-2024
NY-CMP-14253,Email,Working Women,14,Instagram,58064,5658,2960,2119,648414,49.43,5.19,Hindi,18.49,Premium Shoppers,14-11-2024
NY-CMP-14254,Paid Ads,Working Women,29,"Instagram, Email, Google",49373,4825,2006,1361,973115,144.13,3.96,Hindi,16.59,Working Women,13-11-2024
NY-CMP-14255,SEO,Youth,14,"Instagram, YouTube",36275,5132,2551,846,354474,74.65,4.61,Tamil,23.51,Youth,28-03-2025
NY-CMP-14256,Influencer,Youth,9,"Email, Instagram, Facebook",49105,6320,3098,1615,692835,175.97,1.44,Hindi,22.47,Premium Shoppers,22-12-2024
NY-CMP-14257,Email,Working Women,27,"WhatsApp, Facebook",62436,3799,1971,840,293160,216.02,0.62,Bengali,10.59,Youth,23-10-2024
NY-CMP-14258,Paid Ads,Tier 2 City Customers,25,"YouTube, Google",37901,820,349,174,38280,1598.9,-0.86,English,3.54,Tier 2 City Customers,01-09-2024
NY-CMP-14259,Social Media,Youth,22,"Instagram, WhatsApp, YouTube",69435,7092,1692,927,566397,192.2,2.18,English,13.99,Working Women,10-12-2024
NY-CMP-14260,Social Media,Youth,10,"Google, Facebook, WhatsApp",31957,3043,880,619,472297,256.96,1.97,Hindi,14.21,Tier 2 City Customers,08-10-2024
NY-CMP-14261,Paid Ads,Working Women,23,Google,84489,7506,4050,1340,399320,117.73,1.53,Bengali,15.26,Youth,25-10-2024
NY-CMP-14262,Influencer,Youth,11,Google,47804,4848,1508,790,161950,137.7,0.49,Hindi,14.95,College Students,15-08-2024
NY-CMP-14263,SEO,Working Women,21,"Google, YouTube",92203,3508,1631,563,262921,423.07,0.1,English,6.18,Working Women,14-10-2024
NY-CMP-14264,Email,Tier 2 City Customers,5,"WhatsApp, Google, YouTube",82671,5439,1786,1162,534520,171.3,1.69,English,10.15,Premium Shoppers,05-11-2024
NY-CMP-14265,Paid Ads,Tier 2 City Customers,10,"YouTube, WhatsApp, Instagram",30063,3406,1849,1151,356810,83.34,2.72,Tamil,21.31,College Students,20-01-2025
NY-CMP-14266,Paid Ads,College Students,25,"Google, YouTube, WhatsApp",91872,11026,6485,3885,2249415,39.32,13.73,Tamil,23.29,Premium Shoppers,21-12-2024
NY-CMP-14267,Email,Working Women,27,"Google, Instagram",85325,3379,1136,871,630604,141.84,4.1,Bengali,6.31,Working Women,20-07-2024
NY-CMP-14268,Social Media,Youth,12,Instagram,46550,3167,1790,661,231350,435.24,-0.2,Tamil,12.07,College Students,22-07-2024
NY-CMP-14269,Email,College Students,30,"Instagram, YouTube",67640,5323,1262,946,463540,285.04,0.72,Hindi,11.13,Tier 2 City Customers,03-05-2025
NY-CMP-14270,SEO,Youth,16,"Instagram, Google",44442,5320,2531,2017,1208183,45.03,12.3,English,22.2,Premium Shoppers,13-08-2024
NY-CMP-14271,SEO,Premium Shoppers,30,Instagram,98882,11003,6207,4019,3010231,65.94,10.36,Hindi,21.47,Tier 2 City Customers,05-01-2025
NY-CMP-14272,Paid Ads,Premium Shoppers,10,"Instagram, Facebook, YouTube",12178,1770,542,362,235300,297.73,1.18,Hindi,21.96,Working Women,06-10-2024
NY-CMP-14273,Social Media,Youth,13,Google,85409,6853,1639,637,347165,462.23,0.18,English,10.69,Youth,30-04-2025
NY-CMP-14274,Social Media,Working Women,22,YouTube,69696,6754,2511,1626,663408,32.57,11.53,English,15.63,Youth,04-05-2025
NY-CMP-14275,Influencer,Tier 2 City Customers,10,"Google, WhatsApp, Facebook",18794,2472,1017,793,507520,350.15,0.83,Bengali,22.78,College Students,19-11-2024
NY-CMP-14276,Email,Youth,23,WhatsApp,10234,407,204,122,33550,1904.82,-0.86,Bengali,7.16,Youth,17-05-2025
NY-CMP-14277,Influencer,Premium Shoppers,27,"YouTube, WhatsApp",56593,7597,2111,1016,553720,139.8,2.9,Bengali,18.95,Youth,09-09-2024
NY-CMP-14278,Email,Premium Shoppers,5,"Facebook, WhatsApp, YouTube",48269,3501,1263,580,222140,278.04,0.38,Hindi,11.07,College Students,08-06-2025
NY-CMP-14279,SEO,Working Women,13,"YouTube, Facebook",96562,14100,3868,2224,1127568,85.25,4.95,Hindi,20.91,Working Women,25-05-2025
NY-CMP-14280,Email,Tier 2 City Customers,13,"YouTube, Instagram, Email",76536,2792,1069,774,293346,176.39,1.15,Tamil,6.06,Youth,09-06-2025
NY-CMP-14281,SEO,Tier 2 City Customers,24,"Google, Email",16407,2292,1348,954,595296,290.38,1.15,Bengali,28,Working Women,22-09-2024
NY-CMP-14282,Influencer,Premium Shoppers,10,"WhatsApp, Instagram, Facebook",66821,9864,2086,1293,708564,147.88,2.71,English,19.82,Youth,08-07-2024
NY-CMP-14283,Influencer,Premium Shoppers,29,"Instagram, Facebook, Email",28688,931,451,209,106799,701.19,-0.27,Tamil,5.55,Youth,22-10-2024
NY-CMP-14284,Paid Ads,Youth,18,"Email, WhatsApp",63175,4692,1722,1006,586498,280.69,1.08,English,11.75,Working Women,31-12-2024
NY-CMP-14285,Email,Youth,29,"WhatsApp, Email, Facebook",44546,3338,1322,944,556960,209.38,1.82,Bengali,12.58,Tier 2 City Customers,25-02-2025
NY-CMP-14286,Influencer,Working Women,28,Google,42453,5270,2167,805,220570,350.92,-0.22,English,19.41,Working Women,16-04-2025
NY-CMP-14287,Paid Ads,College Students,26,"Google, Facebook",24983,1082,575,285,218880,708.2,0.08,Tamil,7.77,Premium Shoppers,06-09-2024
NY-CMP-14288,Social Media,Tier 2 City Customers,18,"YouTube, WhatsApp, Facebook",19627,1651,784,388,214952,547.42,0.01,English,14.38,Working Women,02-02-2025
NY-CMP-14289,Influencer,Premium Shoppers,22,Facebook,59396,6819,1802,996,511944,152.55,2.37,Hindi,16.19,Working Women,18-12-2024
NY-CMP-14290,Influencer,College Students,11,"YouTube, WhatsApp, Instagram",44727,5834,1925,578,342754,349.72,0.7,Tamil,18.64,Tier 2 City Customers,11-03-2025
NY-CMP-14291,SEO,College Students,30,"Google, Facebook, Instagram",99320,13546,4559,1506,328308,184.73,0.18,Bengali,19.75,Working Women,22-03-2025
NY-CMP-14292,SEO,Working Women,19,"Google, YouTube",95089,11903,3246,2453,838926,38.32,7.92,English,18.51,College Students,09-12-2024
NY-CMP-14293,Social Media,Youth,23,"Email, Instagram",12174,1806,977,544,127840,233.72,0.01,Bengali,27.33,Premium Shoppers,11-03-2025
NY-CMP-14294,Email,Tier 2 City Customers,5,Google,44860,2610,1483,531,149742,174.92,0.61,English,10.31,College Students,05-07-2024
NY-CMP-14295,Influencer,College Students,17,"Google, YouTube, Facebook",64447,6519,3498,2142,1469412,28.25,23.29,English,18.87,College Students,11-01-2025
NY-CMP-14296,Social Media,College Students,20,Facebook,94579,9684,4247,1953,1222578,153.15,3.09,English,16.79,College Students,17-11-2024
NY-CMP-14297,Influencer,Premium Shoppers,8,"WhatsApp, YouTube, Google",68636,1624,858,341,77066,186.98,0.21,Bengali,4.11,Tier 2 City Customers,13-12-2024
NY-CMP-14298,Influencer,Premium Shoppers,5,"WhatsApp, Google",46426,5671,2863,2270,744560,105.64,2.1,Bengali,23.27,Tier 2 City Customers,16-11-2024
NY-CMP-14299,Paid Ads,Premium Shoppers,29,"Google, Email, YouTube",63781,6772,1415,899,229245,272.78,-0.07,Bengali,14.25,College Students,11-11-2024
NY-CMP-14300,SEO,Working Women,17,"YouTube, Instagram, Facebook",11668,1255,400,272,103632,1049.5,-0.64,Tamil,16.52,Working Women,17-08-2024
NY-CMP-14301,SEO,Premium Shoppers,9,Facebook,88717,11362,4121,1522,721428,149.5,2.17,English,19.17,Youth,07-04-2025
NY-CMP-14302,Influencer,Premium Shoppers,21,"Instagram, YouTube",81588,3160,1188,580,199520,462.27,-0.26,Hindi,6.04,Tier 2 City Customers,14-02-2025
NY-CMP-14303,SEO,College Students,19,Facebook,32047,4717,1512,683,480149,135.21,4.2,English,21.57,Working Women,12-07-2024
NY-CMP-14304,SEO,Tier 2 City Customers,16,Instagram,11587,1456,531,265,88245,772.22,-0.57,Bengali,19.44,Premium Shoppers,28-09-2024
NY-CMP-14305,Social Media,Premium Shoppers,29,"WhatsApp, Email, Facebook",62652,2495,632,372,184140,235.92,1.1,Tamil,5.58,Working Women,25-10-2024
NY-CMP-14306,Paid Ads,College Students,5,"YouTube, Facebook",31862,3490,1697,1293,770628,161.34,2.69,Bengali,20.34,Working Women,20-06-2025
NY-CMP-14307,SEO,Tier 2 City Customers,16,"Google, Email",67169,6887,2415,1776,912864,108.8,3.72,English,16.49,Premium Shoppers,14-09-2024
NY-CMP-14308,Email,Working Women,25,Instagram,65702,9363,3254,1542,641472,155.67,1.67,Tamil,21.55,Tier 2 City Customers,24-04-2025
NY-CMP-14309,Influencer,Premium Shoppers,17,Facebook,12476,1614,666,199,105669,1044.03,-0.49,Tamil,19.87,Working Women,04-01-2025
NY-CMP-14310,Influencer,Working Women,25,"Instagram, YouTube, Facebook",90821,9081,1956,1307,389486,170.31,0.75,English,13.59,Working Women,16-12-2024
NY-CMP-14311,SEO,Working Women,5,"Facebook, Instagram, WhatsApp",49786,2149,933,375,293250,301.95,1.59,English,6.94,Tier 2 City Customers,05-07-2024
NY-CMP-14312,Email,Tier 2 City Customers,16,Email,15893,1637,788,336,164304,755.05,-0.35,Hindi,17.37,College Students,21-02-2025
NY-CMP-14313,Paid Ads,College Students,12,Facebook,79133,9730,4050,2884,899808,32.88,8.49,Bengali,21.06,College Students,15-05-2025
NY-CMP-14314,SEO,Tier 2 City Customers,9,"Email, WhatsApp, Instagram",16914,1936,970,379,134545,419.55,-0.15,Hindi,19.42,Premium Shoppers,12-03-2025
NY-CMP-14315,SEO,Youth,9,Facebook,81936,9028,2941,1074,431748,107.07,2.75,Bengali,15.92,Tier 2 City Customers,23-02-2025
NY-CMP-14316,Email,Youth,27,Google,44048,1969,865,430,299280,142.92,3.87,Hindi,7.41,Tier 2 City Customers,10-05-2025
NY-CMP-14317,Social Media,Working Women,13,"Email, YouTube",85231,4458,2614,2013,593835,130.85,1.25,English,10.66,Tier 2 City Customers,19-04-2025
NY-CMP-14318,SEO,College Students,14,Facebook,52143,5436,2820,1477,979251,143.3,3.63,English,18.67,Youth,12-01-2025
NY-CMP-14319,Paid Ads,Youth,11,YouTube,85302,12776,5211,3201,1213179,61.27,5.19,English,24.84,College Students,20-03-2025
NY-CMP-14320,SEO,Youth,17,"Facebook, Email",55945,3447,1886,961,280612,145.29,1.01,Hindi,11.25,Youth,21-04-2025
NY-CMP-14321,Influencer,Working Women,21,Google,34364,3325,935,716,168260,235.19,0,Tamil,14.48,Premium Shoppers,12-09-2024
NY-CMP-14322,Influencer,Youth,11,Google,91113,4310,1199,736,571872,106.71,6.28,Tamil,6.85,Youth,08-11-2024
NY-CMP-14323,Email,Tier 2 City Customers,19,"Email, Facebook, Google",27628,1474,746,416,256672,604.06,0.02,Bengali,9.54,Tier 2 City Customers,05-08-2024
NY-CMP-14324,Email,Working Women,21,"Google, Email, YouTube",57884,3412,716,328,229928,531.91,0.32,Bengali,7.7,Working Women,26-04-2025
NY-CMP-14325,Paid Ads,Working Women,17,"YouTube, Google, Email",79606,10850,5784,4582,3633526,46.27,16.14,Hindi,26.65,Premium Shoppers,14-03-2025
NY-CMP-14326,Influencer,Youth,11,"Google, Instagram",69357,3679,1721,1305,662940,195.36,1.6,Bengali,9.67,College Students,12-10-2024
NY-CMP-14327,Social Media,Tier 2 City Customers,5,"WhatsApp, Instagram",97980,13674,7219,3938,1311354,69.97,3.76,Tamil,25.34,Working Women,15-02-2025
NY-CMP-14328,SEO,Premium Shoppers,26,YouTube,36298,1646,914,385,126665,528.01,-0.38,Hindi,8.11,Working Women,18-10-2024
NY-CMP-14329,Social Media,Premium Shoppers,28,"Facebook, Email",17059,689,367,260,88140,914.63,-0.63,Bengali,7.71,Premium Shoppers,24-07-2024
